id,country,region,year,title,budget,expense,sdg,samoa,solution,donors
00073781,WSM,Pacific,2020,Strengthening Multi-Sectoral Management of Critical Land,251093,236687,14;15,5;10;14;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00126865,WSM,Pacific,2020,Third National Communication and Biennial Update Report,219200,5669,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00112176,WSM,Pacific,2020,Digital Solutions for Samoa,138000,93692,16,1;13,"Strengthen effective, inclusive and accountable governance",Australian DFAT;UNITED NATIONS DEVELOPMENT PRO
00123788,WSM,Pacific,2020,Crisis Response_Measles,131944,99576,3,11,Enhance national prevention and recovery capacities for resilient societies,"UNITED NATIONS DEVELOPMENT PRO;UNOCHA/Central Emergency Response Fund, CERF"
00130082,WSM,Pacific,2020,SDG FINANCING - COMPONENT 1,119642,2988,1,1,Keeping people out of poverty,MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda);UNITED NATIONS DEVELOPMENT PRO
00127864,WSM,Pacific,2020,Enhancing Integrated Sustainable Management to Safeguard,68943,1763,14;15,5;10;14;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste
00120346,WSM,Pacific,2020,YEP II Initiation Plan,61853,61468,8,1,"Strengthen effective, inclusive and accountable governance",MPTF-SDG Fund;UNITED NATIONS DEVELOPMENT PRO
00103153,WSM,Pacific,2020,Sub-Regional SDGs Localization,25260,24762,,,Others,Australian Agency for International Development (AusAID);UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS ENVIRONMENT PROGRAMME
00131629,WSM,Pacific,2020,RFF Post COVID-19,25000,8698,14,5;10;14,Promote nature-based solutions for a sustainable planet,"Foreign, Commonwealth & Development Office;UNITED NATIONS DEVELOPMENT PRO"
00109970,WSM,Pacific,2020,Capacity Support for Enhanced Development Effectiveness,24496,25254,13,2;4,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO
00131359,WSM,Pacific,2020,COVID19 Response - Skyeye E-Commerce Solution,10000,10000,1,1,"Strengthen effective, inclusive and accountable governance",UNITED NATIONS DEVELOPMENT PRO
00107445,WSM,Pacific,2020,Accelerating Renewable Energy and Energy Efficiency applications in Niue,0,5775,7,3,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste
00098736,WSM,Pacific,2021,Green Climate Fund Vaisigano River Catchment,5846352,4945890,13,2;4,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND;UNITED NATIONS DEVELOPMENT PRO
00079044,WSM,Pacific,2021,Economy-wide integration of CC Adaptation (FSP),1920039,1040871,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;MINIST DES AFF ETRANG-FRA
00081702,WSM,Pacific,2021,Engagement Facility Project,1423169,650493,,,Others,UNITED NATIONS DEVELOPMENT PRO
00100814,WSM,Pacific,2021,IMPRESS_Renewable Energy (Full Size),1051512,296196,13;7,2;4;3,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00124956,WSM,Pacific,2021,Spotlight Initiative,477706,465347,16,1;13,"Strengthen effective, inclusive and accountable governance",MPTFO-Spotlight Initiative Fund (SIF00);UNITED NATIONS DEVELOPMENT PRO
00126865,WSM,Pacific,2021,Third National Communication and Biennial Update Report,435930,59895,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00133331,WSM,Pacific,2021,COVID-19 Prep & Recovery: Economic Diversification,427555,291527,1;4;9,1;12;13;1;8,Keeping people out of poverty,GOVERNMENT OF JAPAN
00124741,WSM,Pacific,2021,Samoa Social Protection,355892,348418,1,1,Keeping people out of poverty,MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda);State Bank of India
00109481,WSM,Pacific,2021,Women in Leadership in Samoa (WILS),224057,220833,16,1;13,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF AUSTRALIA;MPTF-JP Samoa Women in Leadership (JWS00);SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA);UNITED NATIONS DEVELOPMENT PRO
00131629,WSM,Pacific,2021,RFF Post COVID-19,206609,123404,14,5;10;14,Promote nature-based solutions for a sustainable planet,"Foreign, Commonwealth & Development Office;UNITED NATIONS DEVELOPMENT PRO"
00122729,WSM,Pacific,2021,Knowledge Society Initiative,128465,242697,16;17,1;13;16,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF INDIA;UNITED NATIONS DEVELOPMENT PRO
00138050,WSM,Pacific,2021,Digital Transformation (SDTP),115000,65926,16;9,1;13;1;8,"Strengthen effective, inclusive and accountable governance","Australian DFAT;Foreign, Commonwealth & Development Office;MPTFO-UN Pacific Strategy Fund;UNITED NATIONS DEVELOPMENT PRO"
00127864,WSM,Pacific,2021,Enhancing Integrated Sustainable Management to Safeguard,81057,70692,14;15,5;10;14;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste
00130082,WSM,Pacific,2021,SDG FINANCING - COMPONENT 1,80844,52242,1,1,Keeping people out of poverty,MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda);UNITED NATIONS DEVELOPMENT PRO
00128819,WSM,Pacific,2021,Accelerator Lab - Samoa MCO,15552,15550,5,13,Others,GOVERNMENT OF GERMANY;UNITED NATIONS DEVELOPMENT PRO
00137982,WSM,Pacific,2021,ASDWD & A2J,3000,0,16,1;13,"Strengthen effective, inclusive and accountable governance",UNDP Funding Windows
00112176,WSM,Pacific,2021,Digital Solutions for Samoa,1044,24369,16,1;13,"Strengthen effective, inclusive and accountable governance",Australian DFAT;UNITED NATIONS DEVELOPMENT PRO
00127279,WSM,Pacific,2021,"COVID-19 Preparedness, Response and Recovery",196,192,,,Enhance national prevention and recovery capacities for resilient societies,MPTFO-UN COVID-19 Response & Recovery Fund;UNDP Funding Windows;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO
00073843,WSM,Pacific,2021,Enhancing the Resilience of Tourism-reliant Communities,0,-1746,13,2;4,Others,Global Environment Fund Truste
00120346,WSM,Pacific,2021,YEP II Initiation Plan,0,-4068,8,1,"Strengthen effective, inclusive and accountable governance",MPTF-SDG Fund;UNITED NATIONS DEVELOPMENT PRO
00098736,WSM,Pacific,2022,Green Climate Fund Vaisigano River Catchment,6034766,1031468,13,2;4,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND;UNITED NATIONS DEVELOPMENT PRO
00079044,WSM,Pacific,2022,Economy-wide integration of CC Adaptation (FSP),2138660,2138252,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;MINIST DES AFF ETRANG-FRA
00100814,WSM,Pacific,2022,IMPRESS_Renewable Energy (Full Size),989978,128041,13;7,2;4;3,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00124741,WSM,Pacific,2022,Samoa Social Protection,706511,150600,1,1,Keeping people out of poverty,MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda);State Bank of India
00126865,WSM,Pacific,2022,Third National Communication and Biennial Update Report,623293,107389,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00133331,WSM,Pacific,2022,COVID-19 Prep & Recovery: Economic Diversification,609953,488642,1;4;9,1;12;13;1;8,Keeping people out of poverty,GOVERNMENT OF JAPAN
00130082,WSM,Pacific,2022,SDG FINANCING - COMPONENT 1,559342,125730,1,1,Keeping people out of poverty,MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda);UNITED NATIONS DEVELOPMENT PRO
00141509,WSM,Pacific,2022,Samoa MCO Engagement Facility,547447,246826,,,Others,UNITED NATIONS DEVELOPMENT PRO
00131629,WSM,Pacific,2022,RFF Post COVID-19,545712,312985,14,5;10;14,Promote nature-based solutions for a sustainable planet,"Foreign, Commonwealth & Development Office;UNITED NATIONS DEVELOPMENT PRO"
00137982,WSM,Pacific,2022,ASDWD & A2J,221000,45584,16,1;13,"Strengthen effective, inclusive and accountable governance",UNDP Funding Windows
00124956,WSM,Pacific,2022,Spotlight Initiative,211380,188567,16,1;13,"Strengthen effective, inclusive and accountable governance",MPTFO-Spotlight Initiative Fund (SIF00);UNITED NATIONS DEVELOPMENT PRO
00128819,WSM,Pacific,2022,Accelerator Lab - Samoa MCO,142277,107889,5,13,Others,GOVERNMENT OF GERMANY;UNITED NATIONS DEVELOPMENT PRO
00109481,WSM,Pacific,2022,Women in Leadership in Samoa (WILS),86725,107063,16,1;13,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF AUSTRALIA;MPTF-JP Samoa Women in Leadership (JWS00);SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA);UNITED NATIONS DEVELOPMENT PRO
00127864,WSM,Pacific,2022,Enhancing Integrated Sustainable Management to Safeguard,77545,57542,14;15,5;10;14;10;15,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste
00138050,WSM,Pacific,2022,Digital Transformation (SDTP),64741,52511,16;9,1;13;1;8,"Strengthen effective, inclusive and accountable governance","Australian DFAT;Foreign, Commonwealth & Development Office;MPTFO-UN Pacific Strategy Fund;UNITED NATIONS DEVELOPMENT PRO"
00122729,WSM,Pacific,2022,Knowledge Society Initiative,6723,9734,16;17,1;13;16,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF INDIA;UNITED NATIONS DEVELOPMENT PRO
00112176,WSM,Pacific,2022,Digital Solutions for Samoa,1706,853,16,1;13,"Strengthen effective, inclusive and accountable governance",Australian DFAT;UNITED NATIONS DEVELOPMENT PRO
00127279,WSM,Pacific,2022,"COVID-19 Preparedness, Response and Recovery",1645,0,,,Enhance national prevention and recovery capacities for resilient societies,MPTFO-UN COVID-19 Response & Recovery Fund;UNDP Funding Windows;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO
00087395,WSM,Pacific,2022,Samoa OneUnitedNation Youth Employment Programme(1UNYEP,46,46,1;16;8,1;1;13;1,"Strengthen effective, inclusive and accountable governance","MPTF-SDG Fund;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION"
00081702,WSM,Pacific,2022,Engagement Facility Project,4,3197,,,Others,UNITED NATIONS DEVELOPMENT PRO
00058436,STP,AIS,2012,Africa Adaptation Program-STP,1515995,1432273,,,Others,"ARG-MINISTERIO DE TRABAJO, EMP;GOVERNMENT OF JAPAN"
00062989,STP,AIS,2012,CONSOLIDATING EFFORTS TOWARDS MALARIA ELIMINATION,888809,926700,1,1,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
00050976,STP,AIS,2012,Support to Malaria Control in STP,298301,81741,1,1,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
00064744,STP,AIS,2012,APPUI AU PROGRAMME DE PAYS,273000,250066,17,16,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS;UNITED NATIONS DEVELOPMENT PRO"
00039241,STP,AIS,2012,Renforcement contrôle Malaria,238383,8444,1,1,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS;UNITED NATIONS DEVELOPMENT PRO"
00064992,STP,AIS,2012,Response against HIV-AIDS,165480,98502,3,11,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
00058652,STP,AIS,2012,TUBERCULOSE RESPONSE,157409,152716,1,1,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
00066180,STP,AIS,2012,PROGRAMME REFORME JUSTICE,150000,111749,16,1;13,"Strengthen effective, inclusive and accountable governance",EUROPEAN COMMISSION;GOVERNMENT OF SAO TOME AND PRINCIPE;UNITED NATIONS DEVELOPMENT PRO
00047439,STP,AIS,2012,Appui au Processuss Electoral,97909,111659,,,Others,GOVERNMENT OF SAO TOME AND PRINCIPE;UNITED NATIONS DEVELOPMENT PRO
00045218,STP,AIS,2012,Renforcement lutte contre le VIH/SIDA,76744,33029,3,11,"Strengthen effective, inclusive and accountable governance","GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
00064754,STP,AIS,2012,PLANFICATION ET PROGRAMM-PAYS,61700,40634,10;17,12;13;16,"Strengthen effective, inclusive and accountable governance",AFRICAN DEVELOPMENT BANK;UNITED NATIONS DEVELOPMENT PRO
00045549,STP,AIS,2012,ADMINISTRATIVE SUPPORT TO THE AFRICAN BANK UNIT,34697,36192,,,Others,AFRICAN DEVELOPMENT BANK
00065649,STP,AIS,2012,FORMULATION PRODOC CATEGORIE1 CIR,28355,16825,,,Others,World Trade Organization
00066178,STP,AIS,2012,APPUI PARLEMENT& POUVOIR LOCAL,27000,22587,16,1;13,Others,UNITED NATIONS DEVELOPMENT PRO
00014850,STP,AIS,2012,PETROLE EXCHANGES PLATEFORM,10000,10700,,,Others,GOVERNMENT OF UNITED KINGDOM;UN Fund for International Partnerships (UNFIP) Turner Foundation;UNITED NATIONS DEVELOPMENT PRO
00014847,STP,AIS,2012,Évaluation pour la Gestion Environnementale,1,373,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00036290,STP,AIS,2012,NATIONAL CAPACITY SELF ASSESSMENT GLOBAL ENV. MANAGEMENT,1,-18042,,,Others,Global Environment Fund Truste
00043581,STP,AIS,2012,PIMS 3389 LD PDF-A: Capacity Development and Mainstreami,1,-1758,,,Others,Global Environment Fund Truste
00014842,STP,AIS,2012,SUSTAINABLE GIRLS  LIVELIHOODS,0,100685,,,Others,UN Fund for International Partnerships (UNFIP) Turner Foundation;UNITED NATIONS DEVELOPMENT PRO
00014843,STP,AIS,2012,Préparat° Convention-Cadre NU Changemt Climat,0,-9177,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00014849,STP,AIS,2012,Promoting the empowerment of Girls,0,-5240,,,Others,GOVERNMENT OF NETHERLANDS;UNITED NATIONS DEVELOPMENT PRO
00037253,STP,AIS,2012,APPUI MECANISME SUIVI DRSP/PLAN.STRAT.COURT & LONG TERME,0,13321,,,Others,UNITED NATIONS DEVELOPMENT PRO
00040182,STP,AIS,2012,Un response to cholera outbreak in SAo Tome e Principe,0,-325,,,Others,UNITED NATIONS DEVELOPMENT PRO
00043153,STP,AIS,2012,PIMS 3760-SNC Sao Tome,0,-13838,,,Others,Global Environment Fund Truste
00047484,STP,AIS,2012,Appui Institutionnel au Secteur de la Justice,0,-27,,,Others,UNITED NATIONS DEVELOPMENT PRO
00047884,STP,AIS,2012,Appui à l'unité de coordination des aides,0,3413,,,Others,UNITED NATIONS DEVELOPMENT PRO
00051303,STP,AIS,2012,APPUI EXECUTION 6EME PROGRAMME DE PAYS 2007-2011,0,-12668,,,Others,UNITED NATIONS DEVELOPMENT PRO
00062989,STP,AIS,2013,CONSOLIDATING EFFORTS TOWARDS MALARIA ELIMINATION,3701604,2655475,1,1,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
00064992,STP,AIS,2013,Response against HIV-AIDS,664516,408539,3,11,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
00058652,STP,AIS,2013,TUBERCULOSE RESPONSE,311252,303474,1,1,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
00064744,STP,AIS,2013,APPUI AU PROGRAMME DE PAYS,273000,244969,17,16,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS;UNITED NATIONS DEVELOPMENT PRO"
00045218,STP,AIS,2013,Renforcement lutte contre le VIH/SIDA,115908,-793,3,11,"Strengthen effective, inclusive and accountable governance","GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
00066178,STP,AIS,2013,APPUI PARLEMENT& POUVOIR LOCAL,100102,29985,16,1;13,Others,UNITED NATIONS DEVELOPMENT PRO
00066180,STP,AIS,2013,PROGRAMME REFORME JUSTICE,100000,69948,16,1;13,"Strengthen effective, inclusive and accountable governance",EUROPEAN COMMISSION;GOVERNMENT OF SAO TOME AND PRINCIPE;UNITED NATIONS DEVELOPMENT PRO
00075032,STP,AIS,2013,Hydro Grid-based Electricity,89000,18454,7,3,Others,Global Environment Fund Truste
00045549,STP,AIS,2013,ADMINISTRATIVE SUPPORT TO THE AFRICAN BANK UNIT,87759,78598,,,Others,AFRICAN DEVELOPMENT BANK
00073481,STP,AIS,2013,ENHANCING RURAL COMMUNITIES,70000,32390,13,2;4,Others,Global Environment Fund Truste
00064754,STP,AIS,2013,PLANFICATION ET PROGRAMM-PAYS,67300,37939,10;17,12;13;16,"Strengthen effective, inclusive and accountable governance",AFRICAN DEVELOPMENT BANK;UNITED NATIONS DEVELOPMENT PRO
00014850,STP,AIS,2013,PETROLE EXCHANGES PLATEFORM,39440,31975,,,Others,GOVERNMENT OF UNITED KINGDOM;UN Fund for International Partnerships (UNFIP) Turner Foundation;UNITED NATIONS DEVELOPMENT PRO
00058436,STP,AIS,2013,Africa Adaptation Program-STP,10000,3776,,,Others,"ARG-MINISTERIO DE TRABAJO, EMP;GOVERNMENT OF JAPAN"
00039241,STP,AIS,2013,Renforcement contrôle Malaria,4808,4906,1,1,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS;UNITED NATIONS DEVELOPMENT PRO"
00050976,STP,AIS,2013,Support to Malaria Control in STP,2884,0,1,1,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
00014847,STP,AIS,2013,Évaluation pour la Gestion Environnementale,1,-504,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00014842,STP,AIS,2013,SUSTAINABLE GIRLS  LIVELIHOODS,0,-4788,,,Others,UN Fund for International Partnerships (UNFIP) Turner Foundation;UNITED NATIONS DEVELOPMENT PRO
00014843,STP,AIS,2013,Préparat° Convention-Cadre NU Changemt Climat,0,9177,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00014849,STP,AIS,2013,Promoting the empowerment of Girls,0,4384,,,Others,GOVERNMENT OF NETHERLANDS;UNITED NATIONS DEVELOPMENT PRO
00062989,STP,AIS,2014,CONSOLIDATING EFFORTS TOWARDS MALARIA ELIMINATION,2799662,2228522,1,1,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
00074452,STP,AIS,2014,PREPAREDENESS WARNING SYSTEM,1060600,1019681,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00064992,STP,AIS,2014,Response against HIV-AIDS,464843,461431,3,11,Others,"GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
